"DATA DE RESULTADO DA COMPRA";"DATA DE ABERTURA";"ORGÃO SUPERIOR LICITANTE";"ÓRGÃO / ENTIDADE VINCULADA LICITANTE";"UNIDADE GESTORA";"SITUAÇÃO";"MODALIDADE DA LICITAÇÃO";"INSTRUMENTO LEGAL DE CONTRATAÇÃO";"NÚMERO DA LICITAÇÃO";
"03/04/2024";"Sem informação";"Ministério da Defesa";"Comando do Exército";"23º BATALHAO DE CACADORES";"Encerrado";"Dispensa de Licitação";"Sem informação";"90011/2024";
"03/04/2024";"26/03/2024";"Ministério da Defesa";"Comando do Exército";"BASE DE ADMINISTRACAO E APOIO CMN";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90005/2024";
"03/04/2024";"14/03/2024";"Ministério da Justiça e Segurança Pública";"Fundo Penitenciário Nacional";"DEPEN - DIRETORIA EXECUTIVA";"Publicado";"Pregão";"Sem informação";"90012/2024";
"03/04/2024";"02/04/2024";"Ministério do Meio Ambiente";"Instituto de Pesquisas Jardim Botânico do Rio de Janeiro";"INST. DE PESQUISAS JARDIM BOTANICO DO RJ/JBRJ";"Publicado";"Pregão";"Contrato";"90003/2024";
"03/04/2024";"07/03/2024";"Ministério da Ciência, Tecnologia, Inovações e Comunicações";"Comissão Nacional de Energia Nuclear";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-IPEN";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00072/2023";
"03/04/2024";"02/04/2024";"Ministério da Educação";"Instituto Federal do Espírito Santo";"INST.FED. ESPIRITO SANTO/CAMPUS ALEGRE";"Publicado";"Pregão";"Sem informação";"90003/2024";
"03/04/2024";"20/03/2024";"Ministério da Saúde";"Fundação Oswaldo Cruz";"INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90013/2024";
"03/04/2024";"13/03/2024";"COMITE PARALIMPICO BRASILEIRO - SP";"COMITE PARALIMPICO BRASILEIRO - SP";"COMITE PARALIMPICO BRASILEIRO/SP";"Divulgado";"Pregão";"Sem informação";"90006/2024";
"03/04/2024";"Sem informação";"Ministério da Defesa";"Indústria de Material Bélico do Brasil";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FPV";"Encerrado";"Dispensa de Licitação";"Sem informação";"90021/2024";
"03/04/2024";"Sem informação";"Ministério da Defesa";"Comando do Exército";"23º BATALHAO DE CACADORES";"Encerrado";"Dispensa de Licitação";"Sem informação";"90015/2024";
"03/04/2024";"03/04/2024";"Ministério da Defesa";"Comando do Exército";"4 BATALHAO DE ENGENHARIA DE COMBATE";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00019/2023";
"03/04/2024";"27/03/2024";"Ministério da Economia";"Ministério da Economia - Unidades com vínculo direto";"SUPERINTENDENCIA REG. ADM. DO ME - SAO PAULO";"Evento de Resultado de Julgamento Publicado";"Pregão";"Sem informação";"90005/2024";
"03/04/2024";"01/11/2023";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"EBSERH COMPLEXO HOSPITALAR DO CEARA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00094/2023";
"03/04/2024";"06/03/2024";"Ministério da Educação";"Fundação Universidade Federal do Acre";"FUNDACAO UNIVERSIDADE FEDERAL DO ACRE";"Evento de Alteração de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Sem informação";"90009/2024";
"03/04/2024";"26/03/2024";"Ministério da Saúde";"Fundação Oswaldo Cruz";"INSTITUTO DE TECNOLOGIA EM FARMACOS";"Publicado";"Pregão";"Contrato";"90024/2024";
"03/04/2024";"03/04/2024";"Ministério da Defesa";"Comando da Aeronáutica";"GRUPAMENTO DE APOIO DE BELEM";"Publicado";"Pregão";"Sem informação";"00141/2023";
"03/04/2024";"03/04/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO DE BRASILIA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90006/2024";
"03/04/2024";"12/03/2024";"MINISTERIO DO PLANEJAMENTO,DESENV. E GESTÃO";"MINISTERIO DO PLANEJAMENTO,DESENV. E GESTÃO";"FUND.DE PREVID.COMPL.SERV.PUB.FED.PODER EXEC.";"Evento de Adiamento Divulgado";"Pregão";"Sem informação";"90003/2024";
"03/04/2024";"29/01/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO DA UFMA";"Publicado";"Pregão";"Contrato";"90011/2024";
"03/04/2024";"26/03/2024";"Ministério da Justiça e Segurança Pública";"Fundo Penitenciário Nacional";"DEPEN - DIRETORIA EXECUTIVA";"Publicado";"Pregão";"Sem informação";"90015/2024";
"03/04/2024";"Sem informação";"Ministério da Defesa";"Comando do Exército";"23º BATALHAO DE CACADORES";"Encerrado";"Dispensa de Licitação";"Sem informação";"90014/2024";
"03/04/2024";"Sem informação";"Ministério da Justiça e Segurança Pública";"Departamento de Polícia Federal";"SUPERINTENDENCIA REG DE POLICIA FEDERAL EM MG";"Evento de Resultado de Julgamento Publicado";"Tomada de Preços";"Contrato";"00001/2023";
"03/04/2024";"23/06/2023";"Ministério de Minas e Energia";"Empresas de Energia";"ELETROBRAS TERMONUCLEAR S/A";"Publicado";"Pregão";"Sem informação";"00090/2023";
"03/04/2024";"21/12/2023";"Ministério da Defesa";"Comando da Aeronáutica";"BASE AEREA DE RECIFE";"Evento de Suspensão Publicado";"Pregão";"Sem informação";"00074/2023";
"03/04/2024";"02/04/2024";"Ministério da Educação";"Instituto Federal Baiano";"INSTITUTO FEDERAL BAIANO - CAMPUS VALENCA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90001/2024";
"03/04/2024";"01/02/2024";"Ministério da Defesa";"Comando da Aeronáutica";"ACADEMIA DA FORCA AEREA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90007/2024";
"03/04/2024";"Sem informação";"Ministério da Defesa";"Comando da Marinha";"BASE NAVAL DE NATAL";"Evento de Alteração Publicado";"Tomada de Preços";"Contrato";"00003/2023";
"03/04/2024";"25/03/2024";"Ministério da Infraestrutura";"Departamento Nacional de Infraestrutura de Transportes";"SUPERINTENDENCIA RG.NO ESTADO DO AP - DNIT";"Publicado";"Pregão";"Sem informação";"90042/2024";
"03/04/2024";"27/12/2023";"Ministério da Educação";"Universidade Federal do Pará";"UNIVERSIDADE FEDERAL DO PARA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00040/2023";
"03/04/2024";"21/02/2024";"Ministério da Educação";"Universidade Federal da Integração Latino-Americana";"UNIV. FEDERAL DA INTEGRACAO LATINO-AMERICANA";"Publicado";"Pregão";"Sem informação";"00031/2023";
"03/04/2024";"Sem informação";"Ministério da Defesa";"Comando do Exército";"HOSPITAL DE GUARNICAO DE JOAO PESSOA";"Encerrado";"Dispensa de Licitação";"Contrato";"90008/2024";
"03/04/2024";"22/03/2024";"Ministério da Ciência, Tecnologia, Inovações e Comunicações";"Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"CENTRO NACIONAL DE TECNOLOGIA ELETRONICA AVAN";"Evento de Adiamento Divulgado";"Pregão";"Sem informação";"90007/2024";
"03/04/2024";"20/02/2024";"Ministério da Defesa";"Comando da Marinha";"BASE DE HIDROGRAFIA DA MARINHA EM NITEROI";"Evento de Suspensão Publicado";"Pregão - Registro de Preço";"Sem informação";"90001/2024";
"03/04/2024";"15/02/2024";"Advocacia-Geral da União";"Advocacia-Geral da União - Unidades com vínculo direto";"SUPERINTENDENCIA ADMINISTRACAO RIO DE JANEIRO";"Evento de Suspensão Publicado";"Pregão";"Sem informação";"90001/2024";
"03/04/2024";"25/03/2024";"Ministério das Comunicações";"Agêncial Nacional de Telecomunicações";"AGENCIA NACIONAL DE TELECOMUNICACOES-RS";"Publicado";"Pregão";"Sem informação";"00004/2023";
"03/04/2024";"02/04/2024";"Ministério da Educação";"Universidade Federal da Bahia";"COMPLEXO HOSPITALAR E DE SAUDE DA UFBA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90014/2024";
"03/04/2024";"09/01/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL DE CLINICAS DA UFTM";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00094/2023";
"03/04/2024";"03/04/2024";"Ministério da Saúde";"Fundação Oswaldo Cruz";"INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90029/2024";
"03/04/2024";"29/02/2024";"Presidência da República";"Presidência da República";"AGENCIA BRASILEIRA DE INTELIGENCIA";"Publicado";"Pregão";"Sem informação";"90001/2024";
"03/04/2024";"08/03/2024";"Ministério da Defesa";"Comando da Aeronáutica";"GRUPAMENTO DE APOIO DE BELEM";"Evento de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Sem informação";"90010/2024";
"03/04/2024";"11/03/2024";"Ministério da Educação";"Universidade Federal do Rio de Janeiro";"UNIVERSIDADE FEDERAL DO RIO DE JANEIRO";"Evento de Resultado de Julgamento Publicado";"Pregão";"Sem informação";"90003/2024";
"03/04/2024";"21/02/2024";"Ministério da Economia";"Banco do Nordeste do Brasil";"BANCO DO NORDESTE DO BRASIL S/A";"Publicado";"Pregão";"Sem informação";"90009/2024";
"03/04/2024";"06/02/2024";"Ministério da Defesa";"Comando da Aeronáutica";"GRUPAMENTO DE APOIO DE BELEM";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00123/2023";
"03/04/2024";"12/01/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL ESCOLA DA UFPEL";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00096/2023";
"03/04/2024";"03/04/2024";"Ministério da Defesa";"Comando da Aeronáutica";"ESCOLA DE ESPECIALISTAS DE AERONAUTICA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90015/2024";
"03/04/2024";"18/12/2023";"Ministério da Agricultura, Pecuária e Abastecimento";"Companhia Nacional de Abastecimento";"CONAB SEDE SUREG AMAZONAS";"Publicado";"Pregão";"Sem informação";"00008/2023";
"03/04/2024";"15/01/2024";"Presidência da República";"Presidência da República";"AGENCIA BRASILEIRA DE INTELIGENCIA";"Evento de Alteração Publicado";"Pregão";"Sem informação";"00032/2023";
"03/04/2024";"06/02/2024";"Ministério da Defesa";"Comando da Aeronáutica";"CENTRO DE AQUISICOES ESPECIFICAS";"Publicado";"Pregão";"Sem informação";"90002/2024";
"03/04/2024";"05/02/2024";"Ministério da Defesa";"Comando do Exército";"ESCOLA DE APERFEICOAMENTO DE SARGENTOS";"Evento de Alteração Publicado";"Pregão - Registro de Preço";"Sem informação";"00020/2023";
"03/04/2024";"03/04/2024";"Ministério da Justiça e Segurança Pública";"Fundação Nacional do Índio";"COORDENACAO REGIONAL SUL DA BAHIA/BA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90002/2024";
"03/04/2024";"24/01/2024";"Ministério da Ciência, Tecnologia, Inovações e Comunicações";"Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto";"INSTITUTO NACIONAL DE TECNOLOGIA - INT";"Publicado";"Pregão";"Sem informação";"00014/2023";
"03/04/2024";"29/02/2024";"Ministério da Cidadania";"Ministério da Cidadania - Unidades com vínculo direto";"COORDENACAO GERAL DE LICITACOES E CONTRATOS.";"Publicado";"Pregão - Registro de Preço";"Contrato";"90003/2024";
"03/04/2024";"10/01/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO PROF ALBERTO ANTUNES";"Evento de Suspensão Publicado";"Pregão - Registro de Preço";"Sem informação";"00072/2023";
"03/04/2024";"02/04/2024";"Ministério da Saúde";"Fundação Oswaldo Cruz";"INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS";"Publicado";"Pregão";"Sem informação";"90030/2024";
"03/04/2024";"12/12/2023";"Ministério da Defesa";"Comando da Aeronáutica";"CENTRO DE AQUISICOES ESPECIFICAS";"Evento de Suspensão Publicado";"Pregão";"Sem informação";"00244/2023";
"03/04/2024";"03/04/2024";"Ministério da Educação";"Instituto Federal de São Paulo";"INSTITUTO FEDERAL DE SAO PAULO";"Publicado";"Pregão";"Contrato";"90115/2024";
"03/04/2024";"29/09/2023";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO DA UFMA";"Evento de Suspensão Publicado";"Pregão - Registro de Preço";"Sem informação";"00115/2023";
"03/04/2024";"20/03/2024";"Ministério da Defesa";"Comando do Exército";"1ª COMPANHIA DE INFANTARIA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90002/2024";
"03/04/2024";"19/03/2024";"Ministério da Educação";"Instituto Federal de São Paulo";"INSTITUTO FEDERAL DE SAO PAULO";"Publicado";"Pregão";"Sem informação";"90315/2024";
"03/04/2024";"03/04/2024";"Ministério da Educação";"Universidade Federal de Itajubá";"UNIVERSIDADE FEDERAL DE ITAJUBA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90004/2024";
"03/04/2024";"01/03/2024";"Ministério da Defesa";"Comando do Exército";"BASE ADM DO COMPLEXO DE SAUDE DO RJ";"Divulgado";"Pregão - Registro de Preço";"Sem informação";"00073/2023";
"03/04/2024";"06/03/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO DA UFS";"Publicado";"Pregão";"Sem informação";"90006/2024";
"03/04/2024";"Sem informação";"Ministério da Educação";"Instituto Federal Catarinense";"INSTITUTO FEDERAL CATARINENSE - REITORIA";"Publicado";"Dispensa de Licitação";"Sem informação";"90367/2024";
"03/04/2024";"01/04/2024";"Ministério da Defesa";"Comando do Exército";"BASE DE ADMINISTRACAO E APOIO CMN";"Publicado";"Pregão";"Sem informação";"90010/2024";
"03/04/2024";"21/03/2024";"Ministério da Economia";"Ministério da Economia - Unidades com vínculo direto";"DELEGACIA DA RFB EM JUNDIAI";"Evento de Resultado de Julgamento Publicado";"Pregão";"Contrato";"90002/2024";
"03/04/2024";"09/02/2024";"Ministério da Educação";"Instituto Federal do Sul de Minas Gerais";"INST.FED.DE EDUC.,CIENC.E TEC.DO SUL DE MG";"Evento de Revogação Publicado";"Pregão";"Sem informação";"90501/2024";
"03/04/2024";"25/03/2024";"Ministério da Defesa";"Comando do Exército";"HOSPITAL DA GUARNICAO DE MARABA";"Publicado";"Pregão";"Sem informação";"90002/2024";
"03/04/2024";"14/03/2024";"Ministério da Educação";"Instituto Federal do Maranhão";"INST.FED.DO MARANHAO/CAMPUS BURITICUPU";"Publicado";"Pregão";"Contrato";"90001/2024";
"03/04/2024";"08/01/2024";"Ministério da Defesa";"Comando do Exército";"HOSPITAL MILITAR DE AREA DE BRASILIA";"Evento de Suspensão Publicado";"Pregão";"Sem informação";"00002/2023";
"03/04/2024";"27/03/2024";"Ministério da Educação";"Fundação Universidade Federal de Pelotas";"FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS";"Publicado";"Pregão";"Sem informação";"90015/2024";
"03/04/2024";"25/01/2024";"Ministério da Educação";"Universidade Federal do Rio de Janeiro";"HOSPITAL UNIVERSITARIO DA UFRJ";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00135/2023";
"03/04/2024";"04/12/2023";"Ministério da Educação";"Universidade Tecnológica Federal do Paraná";"UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00008/2023";
"03/04/2024";"20/03/2024";"Ministério da Educação";"Universidade Federal Fluminense";"PRO-REITORIA DE ADMINISTRACAO/UFF";"Evento de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Sem informação";"90008/2024";
"03/04/2024";"13/03/2024";"Ministério da Defesa";"Comando do Exército";"11. DEPOSITO DE SUPRIMENTO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00012/2023";
"03/04/2024";"26/03/2024";"Ministério da Defesa";"Comando do Exército";"DEPOSITO CENTRAL DE MUNICAO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90004/2024";
"03/04/2024";"15/03/2024";"Ministério da Educação";"Universidade Federal dos Vales do Jequitinhonha e Mucuri";"UNIVERSIDADE FED.VALES JEQUITINHONHA E MUCURI";"Evento de Retificação Publicado";"Pregão - Registro de Preço";"Sem informação";"90005/2024";
"03/04/2024";"18/03/2024";"Ministério da Defesa";"Comando do Exército";"ODONTOCLINICA CENTRAL DO EXERCITO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90002/2024";
"03/04/2024";"20/02/2024";"Ministério da Saúde";"Agência Nacional de Vigilância Sanitária";"AGENCIA NACIONAL DE VIGILANCIA SANITARIA";"Evento de Resultado de Julgamento Publicado";"Pregão";"Sem informação";"00015/2023";
"03/04/2024";"Sem informação";"Ministério da Defesa";"Comando do Exército";"23º BATALHAO DE CACADORES";"Encerrado";"Dispensa de Licitação";"Sem informação";"90010/2024";
"03/04/2024";"06/02/2024";"Ministério da Educação";"Ministério da Educação - Unidades com vínculo direto";"INSTITUTO NACIONAL DE EDUCACAO DE SURDOS-RJ";"Publicado";"Pregão";"Contrato";"90002/2024";
"03/04/2024";"15/09/2023";"Ministério da Economia";"Banco do Nordeste do Brasil";"BANCO DO NORDESTE DO BRASIL S/A";"Publicado";"Pregão";"Sem informação";"00054/2023";
"03/04/2024";"01/04/2024";"Ministério da Educação";"Instituto Federal do Rio Grande do Sul";"INST.FED.DE EDUC.,CIENC.E TEC.DO RS";"Publicado";"Pregão";"Sem informação";"00051/2023";
"03/04/2024";"Sem informação";"Ministério da Agricultura, Pecuária e Abastecimento";"Empresa Brasileira de Pesquisa Agropecuária";"EMBRAPA/CNPC";"Encerrado";"Dispensa de Licitação";"Sem informação";"90005/2024";
"03/04/2024";"22/02/2024";"Ministério da Economia";"Ministério da Economia - Unidades com vínculo direto";"DIRETORIA DE ADMINISTRACAO E LOGISTICA";"Evento de Resultado de Julgamento Publicado";"Pregão";"Sem informação";"90004/2024";
"04/04/2024";"Sem informação";"Ministério da Defesa";"Comando da Marinha";"POLICLINICA NAVAL DE RIO GRANDE";"Encerrado";"Inexigibilidade de Licitação";"Sem informação";"90305/2024";
"04/04/2024";"Sem informação";"Ministério da Defesa";"Comando da Marinha";"POLICLINICA NAVAL DE RIO GRANDE";"Encerrado";"Inexigibilidade de Licitação";"Sem informação";"90306/2024";
"04/04/2024";"Sem informação";"Ministério da Defesa";"Comando da Marinha";"POLICLINICA NAVAL DE RIO GRANDE";"Encerrado";"Inexigibilidade de Licitação";"Sem informação";"90299/2024";
"04/04/2024";"Sem informação";"Ministério da Defesa";"Comando da Marinha";"POLICLINICA NAVAL DE RIO GRANDE";"Encerrado";"Inexigibilidade de Licitação";"Sem informação";"90302/2024";
"04/04/2024";"Sem informação";"Ministério da Defesa";"Comando da Marinha";"POLICLINICA NAVAL DE RIO GRANDE";"Encerrado";"Inexigibilidade de Licitação";"Sem informação";"90297/2024";
"04/04/2024";"21/03/2024";"Ministério da Defesa";"Comando do Exército";"CENTRO DE INTELIGENCIA DO EXERCITO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00011/2023";
"04/04/2024";"Sem informação";"Ministério da Defesa";"Comando da Marinha";"POLICLINICA NAVAL DE RIO GRANDE";"Encerrado";"Inexigibilidade de Licitação";"Sem informação";"90298/2024";
"04/04/2024";"26/02/2024";"Ministério da Defesa";"Comando do Exército";"20 BATALHAO DE INFANTARIA BLINDADO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90001/2024";
"04/04/2024";"Sem informação";"Ministério da Defesa";"Comando da Marinha";"POLICLINICA NAVAL DE RIO GRANDE";"Encerrado";"Inexigibilidade de Licitação";"Sem informação";"90303/2024";
"04/04/2024";"Sem informação";"Ministério da Defesa";"Comando da Marinha";"POLICLINICA NAVAL DE RIO GRANDE";"Encerrado";"Inexigibilidade de Licitação";"Sem informação";"90300/2024";
"04/04/2024";"04/04/2024";"Ministério da Defesa";"Comando do Exército";"HOSPITAL GERAL DE CURITIBA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00031/2023";
"04/04/2024";"27/02/2024";"Ministério da Defesa";"Comando do Exército";"COLEGIO MILITAR DO RIO DE JANEIRO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90001/2024";
"04/04/2024";"01/04/2024";"Ministério da Defesa";"Comando do Exército";"BASE ADMINISTRATIVA DA GUARNICAO DE JP";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90012/2024";
"04/04/2024";"04/01/2024";"Ministério da Defesa";"Comando do Exército";"1 BATALHAO DE COMUNICACOES";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00011/2023";
"04/04/2024";"13/03/2024";"Ministério da Defesa";"Comando do Exército";"1º DEPOSITO DE SUPRIMENTO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90003/2024";
"04/04/2024";"Sem informação";"Ministério de Minas e Energia";"Companhia de Pesquisa de Recursos Minerais";"COMPANHIA DE PESQUISA DE RECURSOS MINERAIS";"Encerrado";"Dispensa de Licitação";"Sem informação";"90008/2024";
"04/04/2024";"Sem informação";"Ministério da Defesa";"Indústria de Material Bélico do Brasil";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FJF";"Encerrado";"Dispensa de Licitação";"Sem informação";"90082/2024";
"04/04/2024";"08/03/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO ALCIDES CARNEIRO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90005/2024";
"04/04/2024";"28/03/2024";"Ministério da Defesa";"Comando do Exército";"1 BATALHAO FERROVIARIO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90011/2024";
"04/04/2024";"Sem informação";"Ministério da Defesa";"Indústria de Material Bélico do Brasil";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"Encerrado";"Dispensa de Licitação";"Sem informação";"90033/2024";
"04/04/2024";"15/02/2024";"Ministério da Defesa";"Comando do Exército";"BASE ADMINISTRATIVA DA GUARNICAO DE NATAL";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00007/2023";
"04/04/2024";"11/01/2024";"Ministério da Defesa";"Comando do Exército";"1 BATALHAO FERROVIARIO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00033/2023";
"04/04/2024";"Sem informação";"Ministério da Defesa";"Comando da Marinha";"POLICLINICA NAVAL DE RIO GRANDE";"Encerrado";"Inexigibilidade de Licitação";"Sem informação";"90296/2024";
"04/04/2024";"31/10/2023";"Ministério da Saúde";"Fundação Oswaldo Cruz";"INST NACIONAL DE SAUDE FERNANDES FIGUEIRA";"Evento de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Sem informação";"00043/2023";
"04/04/2024";"04/04/2024";"Ministério da Defesa";"Comando do Exército";"3 BATALHAO DE ENGENHARIA DE COMBATE";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90005/2024";
"04/04/2024";"Sem informação";"Ministério da Defesa";"Comando da Marinha";"POLICLINICA NAVAL DE RIO GRANDE";"Encerrado";"Inexigibilidade de Licitação";"Sem informação";"90295/2024";
"04/04/2024";"Sem informação";"Ministério da Defesa";"Comando da Marinha";"POLICLINICA NAVAL DE RIO GRANDE";"Encerrado";"Inexigibilidade de Licitação";"Sem informação";"90304/2024";
"04/04/2024";"Sem informação";"Ministério da Justiça e Segurança Pública";"Departamento de Polícia Federal";"SUPERINTENDENCIA REGIONAL NO ESTADO DO AC";"Encerrado";"Dispensa de Licitação";"Contrato";"90002/2024";
"04/04/2024";"Sem informação";"Ministério da Defesa";"Comando da Marinha";"POLICLINICA NAVAL DE RIO GRANDE";"Encerrado";"Inexigibilidade de Licitação";"Sem informação";"90301/2024";
"04/04/2024";"30/08/2023";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO DA UFJF";"Evento de Suspensão Publicado";"Pregão - Registro de Preço";"Sem informação";"00057/2023";
"04/04/2024";"07/12/2023";"Ministério da Defesa";"Comando do Exército";"HOSPITAL MILITAR DE AREA DE RECIFE";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00030/2023";
"04/04/2024";"31/01/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO DA UFSC";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90004/2024";
"04/04/2024";"Sem informação";"Ministério da Defesa";"Indústria de Material Bélico do Brasil";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FE";"Encerrado";"Dispensa de Licitação";"Sem informação";"90034/2024";
"04/04/2024";"26/02/2024";"Ministério da Defesa";"Comando do Exército";"HOSPITAL GERAL DE SALVADOR";"Evento de Alteração Publicado";"Pregão - Registro de Preço";"Sem informação";"90005/2024";
"04/04/2024";"04/04/2024";"Ministério da Defesa";"Comando do Exército";"HOSPITAL DE GUARNICAO DE FLORIANOPOLIS";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90002/2024";
"04/04/2024";"05/03/2024";"Ministério da Defesa";"Comando da Marinha";"BASE NAVAL DO RIO DE JANEIRO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00040/2023";
"04/04/2024";"21/11/2023";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO DE BRASILIA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00101/2023";
"04/04/2024";"04/04/2024";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"MATERNIDADE CLIMERIO DE OLIVEIRA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90002/2024";
"04/04/2024";"29/11/2023";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO DE BRASILIA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00090/2023";
"04/04/2024";"Sem informação";"Ministério da Ciência, Tecnologia, Inovações e Comunicações";"Centro Nacional de Tecnologia Eletrônica Avançada S.A.";"CENTRO NACIONAL DE TECNOLOGIA ELETRONICA AVAN";"Encerrado";"Inexigibilidade de Licitação";"Sem informação";"90005/2024";
"04/04/2024";"01/11/2023";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"MATERNIDADE ESCOLA JANUARIO CICCO";"Evento de Resultado de Julgamento Publicado";"Pregão - Registro de Preço";"Contrato";"00023/2023";
"04/04/2024";"Sem informação";"Ministério da Defesa";"Comando da Marinha";"POLICLINICA NAVAL DE RIO GRANDE";"Encerrado";"Inexigibilidade de Licitação";"Sem informação";"90273/2024";
"04/04/2024";"28/03/2024";"Ministério da Educação";"Fundação Universidade Federal do Pampa";"FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90014/2024";
"04/04/2024";"Sem informação";"Ministério da Defesa";"Comando do Exército";"62 BATALHAO DE INFANTARIA";"Encerrado";"Dispensa de Licitação";"Contrato";"90004/2024";
"04/04/2024";"04/12/2023";"Ministério da Defesa";"Ministério da Defesa - Unidades com vínculo direto";"ESCOLA SUPERIOR DE GUERRA";"Publicado";"Pregão - Registro de Preço";"Sem informação";"00018/2023";
"04/04/2024";"12/03/2024";"Ministério da Defesa";"Comando da Marinha";"BASE FLUVIAL DE LADARIO";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90003/2024";
"04/04/2024";"Sem informação";"Ministério da Defesa";"Indústria de Material Bélico do Brasil";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FMCE";"Encerrado";"Dispensa de Licitação";"Sem informação";"90026/2024";
"04/04/2024";"04/04/2024";"Ministério da Defesa";"Comando do Exército";"25º BATALHAO DE CACADORES";"Publicado";"Pregão - Registro de Preço";"Sem informação";"90051/2024";
