"DATA ASSINATURA CONTRATO";"DATA PUBLICAÇÃO DOU";"DATA INÍCIO VIGÊNCIA";"DATA FIM VIGÊNCIA";"ORGÃO SUPERIOR CONTRATANTE";"ÓRGÃO / ENTIDADE VINCULADA CONTRATANTE";"UNIDADE GESTORA CONTRATANTE";"FORMA DE CONTRATAÇÃO";"GRUPO DE OBJETO DE CONTRATAÇÃO";"NÚMERO DO CONTRATO";"NOME DO FORNECEDOR";"CPF / CNPJ DO FORNECEDOR";"SITUAÇÃO";"VALOR CONTRATADO";
"26/01/2024";"29/01/2024";"26/01/2024";"26/01/2026";"Ministério da Saúde";"Fundação Oswaldo Cruz";"INSTITUTO COMUN E INFORM CIENT.TECNOL SAUDE";"Sem Informação";"Outros";"00004/2024";"FIOTEC - FUNDACAO PARA O DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO EM SAUDE";"02.385.669/0001-74";"Não se aplica";"2.850.689,00";
"22/02/2024";"26/02/2024";"24/02/2024";"24/02/2029";"Ministério da Educação";"UNIVERSIDADE FEDERAL DE RONDONOPOLIS";"UNIVERSIDADE FEDERAL DE RONDONOPOLIS";"Pregão";"Serviços";"00004/2024";"CLAREAR PRESTADORA DE SERVICOS LTDA";"02.818.890/0001-79";"Não se aplica";"2.850.915,94";
"12/01/2024";"19/01/2024";"15/01/2024";"15/01/2025";"Ministério da Defesa";"Comando do Exército";"CENTRO DE OBTENCOES DO EXERCITO";"Pregão - Registro de Preço";"Bens patrimoniais";"00161/2023";"MANUPA COMERCIO EXPORTACAO IMPORTACAO DE EQUIPAMENTOS E VEICULOS ADAPTADOS LTDA";"03.093.776/0001-91";"Não se aplica";"2.854.000,00";
"10/01/2024";"10/01/2024";"10/01/2024";"10/01/2025";"Presidência da República";"Presidência da República";"SECRETARIA ESPECIAL DE ADMINISTRACAO/PR";"Pregão";"Outros";"00002/2024";"REDE SOL FUEL DISTRIBUIDORA S/A";"02.913.444/0007-39";"Não se aplica";"2.860.000,00";
"08/02/2024";"15/02/2024";"01/03/2024";"01/03/2029";"Ministério da Defesa";"Ministério da Defesa - Unidades com vínculo direto";"DEPARTAMENTO DE ADMINISTRACAO INTERNA-MD";"Pregão";"Serviços";"00003/2024";"ALFA & OMEGA SERVICOS TERCEIRIZADOS LTDA";"16.650.774/0001-06";"Não se aplica";"2.885.601,13";
"19/02/2024";"22/02/2024";"19/02/2024";"29/01/2025";"Ministério da Defesa";"Comando da Aeronáutica";"CENTRO LOGISTICO DA AERONAUTICA";"Pregão - Registro de Preço";"Materiais";"00095/2023";"CONDOR S/A INDUSTRIA QUIMICA";"30.092.431/0001-96";"Não se aplica";"2.894.205,00";
"11/03/2024";"20/03/2024";"11/03/2024";"11/03/2025";"Ministério da Ciência, Tecnologia, Inovações e Comunicações";"Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto";"MUSEU DE ASTRONOMIA E CIENCIAS AFINS";"Pregão";"Outros";"00002/2024";"PREVENT FIRE INSTALACOES E MANUTENCOES LTDA";"14.790.823/0001-72";"Não se aplica";"2.900.000,00";
"23/01/2024";"25/01/2024";"01/03/2024";"01/03/2025";"Ministério da Justiça e Segurança Pública";"Fundo Penitenciário Nacional";"PENITENCIARIA FEDERAL EM MOSSORO - RN";"Pregão";"Serviços";"00005/2024";"PUPO RESTAURANTE E COZINHA INDUSTRIAL LTDA";"04.449.984/0001-43";"Não se aplica";"2.906.640,00";
"21/02/2024";"22/02/2024";"21/02/2024";"21/02/2029";"Controladoria-Geral da União";"Controladoria-Geral da União - Unidades com vínculo direto";"COORD-GERAL LICITACAO, CONT.E DOCUMENTACAO";"Pregão";"Bens patrimoniais";"00002/2024";"WISEPATH TECNOLOGIA LTDA";"50.420.622/0001-47";"Não se aplica";"2.907.000,00";
"22/03/2024";"26/03/2024";"25/03/2024";"25/03/2025";"Ministério da Educação";"Universidade Federal da Paraíba";"SUPERINTENDENCIA DE ORCAMENTO E FINANCAS/UFPB";"Pregão - Registro de Preço";"Outros";"00003/2024";"ECOAR CLIMATIZACAO LTDA";"40.017.836/0001-13";"Não se aplica";"2.907.397,23";
"09/04/2024";"12/04/2024";"09/04/2024";"09/04/2029";"Ministério da Educação";"Universidade Federal do Rio Grande do Norte";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"Sem Informação";"Outros";"10768/2024";"FUNDACAO NORTE RIO GRANDENSE DE PESQUISA E CULTURA";"08.469.280/0001-93";"Não se aplica";"2.912.053,00";
"07/02/2024";"15/02/2024";"01/03/2024";"01/03/2025";"Ministério do Turismo";"Fundação Nacional de Artes";"FUNDACAO NACIONAL DE ARTES";"Pregão";"Serviços";"00001/2024";"HAWK SEGURANCA E VIGILANCIA LTDA";"16.930.136/0001-30";"Não se aplica";"2.916.321,12";
"01/02/2024";"05/02/2024";"22/02/2024";"22/02/2025";"Ministério do Meio Ambiente";"Instituto Chico Mendes de Conservação da Biodiversidade";"INSTITUTO CHICO MENDES - SEDE";"Pregão - Registro de Preço";"Outros";"00002/2024";"SEMPRE ALERTA AGENCIAMENTO DE MAO-DE-OBRA E SERVICOS GERAIS LTDA";"03.470.083/0001-70";"Não se aplica";"2.919.210,78";
"26/01/2024";"29/01/2024";"26/01/2024";"26/01/2025";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG";"Pregão - Registro de Preço";"Materiais";"00030/2024";"TEVA FARMACEUTICA LTDA.";"05.333.542/0009-57";"Não se aplica";"2.923.668,00";
"15/01/2024";"22/01/2024";"15/01/2024";"15/01/2025";"Ministério da Defesa";"Comando do Exército";"ESCRITORIO AVANCADO OP C PIPA DA 10ª RM";"Pregão - Registro de Preço";"Serviços";"00001/2024";"LOKAFACIL RENT A CAR LTDA";"07.546.978/0001-00";"Não se aplica";"2.934.000,00";
"02/04/2024";"03/04/2024";"02/04/2024";"02/04/2025";"Ministério da Saúde";"Fundação Oswaldo Cruz";"INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS";"Sem Informação";"Outros";"00075/2024";"GLOBAL LIFE SCIENCES SOLUTIONS USA LLC";"EX2544807";"Não se aplica";"2.945.307,08";
"31/01/2024";"08/02/2024";"31/01/2024";"Sem informação";"Ministério da Educação";"Universidade Federal do Recôncavo da Bahia";"UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA";"Concorrência";"Obras";"00001/2024";"ELOIM ENGENHARIA E CONSTRUCOES LTDA";"09.423.920/0001-97";"Não se aplica";"2.945.492,56";
"11/03/2024";"21/03/2024";"11/03/2024";"11/03/2025";"Ministério da Defesa";"Comando da Marinha";"CENTRO DE OBTENCAO DA MARINHA NO R.J.";"Pregão - Registro de Preço";"Outros";"00033/2024";"VIBRA ENERGIA S.A";"34.274.233/0001-02";"Não se aplica";"2.955.000,00";
"16/04/2024";"18/04/2024";"16/04/2024";"16/04/2025";"Ministério da Defesa";"Comando da Aeronáutica";"GRUPAMENTO DE APOIO DE MANAUS";"Concorrência";"Outros";"00004/2024";"H K SERVICOS DE CONSTRUCOES LTDA";"12.011.719/0001-07";"Não se aplica";"2.956.480,91";
"10/01/2024";"12/01/2024";"10/01/2024";"26/12/2025";"Ministério da Educação";"Fundação Universidade de Brasília";"FUNDACAO UNIVERSIDADE DE BRASILIA - FUB";"Dispensa de Licitação";"Outros";"12727/2023";"FUNDACAO DE EMPREENDIMENTOS CIENTIFICOS E TECNOLOGICOS";"37.116.704/0001-34";"Não se aplica";"2.956.780,80";
"18/04/2024";"22/04/2024";"18/04/2024";"18/04/2025";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social";"Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto";"BANCO CENTRAL DO BRASIL";"Sem Informação";"Outros";"02291/2024";"ATLANTICO ENGENHARIA LTDA";"14.355.750/0001-90";"Não se aplica";"2.958.345,03";
"28/03/2024";"11/04/2024";"01/04/2024";"01/10/2026";"Ministério da Educação";"Universidade Federal Rural do Semi-Árido";"UNIV.FED.RURAL DO S.ARIDO/CAMPUS ANGICOS";"Pregão - Registro de Preço";"Outros";"00022/2024";"GJT SERVICOS & LOCACAO LTDA";"17.754.216/0001-45";"Não se aplica";"2.961.232,50";
"27/03/2024";"28/03/2024";"27/03/2024";"27/03/2025";"Ministério do Desenvolvimento Regional";"Ministério do Desenvolvimento Regional - Unidades com vínculo direto";"MDR/SE/SAD/ADMINISTRACAO GERAL";"Sem Informação";"Outros";"00004/2024";"IMAGEM GEOSISTEMAS E COMERCIO LTDA";"67.393.181/0001-34";"Não se aplica";"2.963.596,66";
"29/02/2024";"01/03/2024";"29/02/2024";"28/02/2025";"Ministério da Educação";"Fundação Joaquim Nabuco";"FUNDACAO JOAQUIM NABUCO";"Pregão";"Outros";"00002/2024";"TERCEIRIZE SERVICOS ESPECIALIZADOS LTDA";"10.547.708/0001-10";"Não se aplica";"2.969.266,08";
"01/02/2024";"02/02/2024";"02/02/2024";"30/09/2025";"Ministério da Educação";"Fundação Universidade do Maranhão";"FUNDACAO UNIVERSIDADE FEDERAL DO MARANHAO";"Sem Informação";"Outros";"00015/2024";"FUNDACAO JOSUE MONTELLO";"01.441.372/0001-16";"Não se aplica";"2.979.240,00";
"12/01/2024";"15/01/2024";"15/01/2024";"13/07/2024";"Ministério da Educação";"Fundação Universidade do Maranhão";"FUNDACAO UNIVERSIDADE FEDERAL DO MARANHAO";"Sem Informação";"Serviços";"00010/2024";"MAXTEC SERVICOS GERAIS E MANUTENCAO INDUSTRIAL LTDA";"05.899.350/0001-55";"Não se aplica";"2.979.568,38";
"02/02/2024";"06/02/2024";"02/02/2024";"02/02/2025";"Ministério da Educação";"Universidade Federal Rural de Pernambuco";"UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO";"Pregão - Registro de Preço";"Bens patrimoniais";"00011/2024";"PLUGNET COMERCIO E REPRESENTACOES LTDA.";"02.213.325/0005-01";"Não se aplica";"2.980.280,00";
"25/03/2024";"26/03/2024";"25/03/2024";"25/03/2025";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG";"Pregão - Registro de Preço";"Outros";"00109/2024";"FULLFARMA COMERCIO DE PRODUTOS FARMACEUTICOS LTDA";"46.388.662/0001-81";"Não se aplica";"2.985.566,74";
"10/04/2024";"12/04/2024";"10/04/2024";"10/04/2029";"Ministério da Defesa";"Comando da Marinha";"CENTRO DE INTEND. DA MARINHA EM S.PEDRO DA AL";"Sem Informação";"Outros";"00400/2024";"HELICOPTEROS DO BRASIL S/A";"20.367.629/0001-81";"Não se aplica";"2.993.520,00";
"12/03/2024";"27/03/2024";"13/03/2024";"12/03/2025";"Ministério da Defesa";"Comando do Exército";"COMANDO DA 6ª REGIAO MILITAR";"Pregão - Registro de Preço";"Outros";"00004/2024";"AIRES TURISMO LTDA";"06.064.175/0001-49";"Não se aplica";"3.000.000,00";
"01/03/2024";"04/03/2024";"01/03/2024";"31/12/2024";"Ministério da Defesa";"Comando do Exército";"COMISSAO REGIONAL DE OBRAS/12";"Concorrência";"Outros";"00027/2023";"SOLARTERRA LTDA";"06.943.661/0001-37";"Não se aplica";"3.000.000,00";
"17/01/2024";"20/02/2024";"17/01/2024";"31/10/2024";"Ministério da Educação";"Universidade Federal de Goiás";"UNIVERSIDADE FEDERAL DE GOIAS";"Dispensa de Licitação";"Serviços";"00011/2024";"FUNDACAO DE APOIO AO HOSPITAL DAS CLINICAS DA UNIVERSIDADE FEDERAL DE GOIAS";"02.918.347/0001-43";"Não se aplica";"3.000.000,00";
"29/01/2024";"02/02/2024";"29/01/2024";"29/12/2026";"Ministério da Educação";"Fundação Universidade Federal do Vale do São Francisco";"FUND. UNIVERSIDADE FEDERAL VALE SAO FRANCISCO";"Sem Informação";"Serviços";"00011/2024";"FUNDACAO CULTURAL E DE FOMENTO A PESQUISA, ENSINO, EXTENSAO E INOVACAO - FADEX";"07.501.328/0001-30";"Não se aplica";"3.000.000,00";
"05/02/2024";"04/04/2024";"05/02/2024";"04/02/2025";"Ministério da Defesa";"Comando da Marinha";"HOSPITAL NAVAL DE BRASILIA";"Sem Informação";"Outros";"00360/2024";"UROLOGY CLINICA MEDICA UROLOGICA LTDA";"03.348.155/0001-01";"Não se aplica";"3.000.000,00";
"20/02/2024";"22/02/2024";"20/02/2024";"20/08/2025";"Ministério da Educação";"Fundação Universidade Federal de Pelotas";"FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS";"Sem Informação";"Serviços";"00004/2024";"FUNDACAO DELFIM MENDES SILVEIRA";"03.703.102/0001-61";"Não se aplica";"3.000.000,00";
"27/02/2024";"04/04/2024";"27/02/2024";"26/02/2025";"Ministério da Defesa";"Comando da Marinha";"HOSPITAL NAVAL DE BRASILIA";"Sem Informação";"Outros";"00362/2024";"REACTIVE FISIOTERAPIA INTEGRADA LTDA";"30.405.505/0001-05";"Não se aplica";"3.000.000,00";
"29/02/2024";"05/03/2024";"01/03/2024";"28/07/2027";"Ministério da Ciência, Tecnologia, Inovações e Comunicações";"Comissão Nacional de Energia Nuclear";"COMISSAO NACIONAL DE ENERGIA NUCLEAR";"Sem Informação";"Outros";"00009/2024";"FUNDACAO DE DESENVOLVIMENTO DA PESQUISA";"18.720.938/0001-41";"Não se aplica";"3.000.000,00";
"20/02/2024";"27/02/2024";"20/02/2024";"20/02/2025";"Ministério da Defesa";"Comando da Aeronáutica";"BASE AEREA DE NATAL";"Pregão - Registro de Preço";"Outros";"00002/2024";"POTIGUAR CONSTRUTORA LTDA";"10.791.675/0001-50";"Não se aplica";"3.003.840,00";
"23/02/2024";"07/03/2024";"04/03/2024";"18/12/2025";"Ministério da Infraestrutura";"Departamento Nacional de Infraestrutura de Transportes";"SUPERINTENDENCIA REG. NO ESTADO AL - DNIT";"Sem Informação";"Outros";"00637/2023";"MKS ENGENHARIA LTDA";"01.856.351/0001-61";"Não se aplica";"3.027.236,45";
"20/02/2024";"21/02/2024";"01/03/2024";"01/03/2025";"Ministério do Trabalho";"Instituto Nacional do Seguro Social";"SUPERINTENDENCIA REGIONAL NORTE/CENTRO-OESTE";"Pregão";"Outros";"00003/2024";"POLO ENGENHARIA.COM LTDA";"03.202.674/0001-67";"Não se aplica";"3.029.958,70";
"23/01/2024";"25/01/2024";"23/01/2024";"Sem informação";"Ministério da Educação";"Universidade Federal de Goiás";"UNIVERSIDADE FEDERAL DE GOIAS";"Sem Informação";"Serviços";"00027/2024";"SANEAMENTO DE GOIAS S/A";"01.616.929/0001-02";"Não se aplica";"3.046.550,53";
"23/01/2024";"05/02/2024";"23/01/2024";"23/01/2025";"Ministério da Defesa";"Comando da Marinha";"CENTRO DE OBTENCAO DA MARINHA NO R.J.";"Pregão - Registro de Preço";"Outros";"00231/2023";"VIBRA ENERGIA S.A";"34.274.233/0001-02";"Não se aplica";"3.063.850,00";
"01/04/2024";"15/04/2024";"01/04/2024";"01/10/2026";"Ministério da Educação";"Universidade Federal Rural do Semi-Árido";"UNIVERSIDADE FEDERAL RURAL DO SEMI-ARIDO - RN";"Pregão - Registro de Preço";"Outros";"00021/2024";"GJT SERVICOS & LOCACAO LTDA";"17.754.216/0001-45";"Não se aplica";"3.069.609,60";
"04/04/2024";"05/04/2024";"04/04/2024";"03/04/2027";"Ministério da Infraestrutura";"Ministério da Infraestrutura - Unidades com vínculo direto";"COMPANHIA DOCAS DO RIO DE JANEIRO";"Sem Informação";"Outros";"00020/2024";"MILL COMERCIALIZADORA DE ENERGIA LTDA";"37.258.369/0001-09";"Não se aplica";"3.070.468,00";
"28/02/2024";"01/03/2024";"28/02/2024";"28/02/2025";"Ministério da Defesa";"Comando da Marinha";"CENTRO DE INTENDENCIA TECNOLOGICO DA MARINHA";"Pregão";"Outros";"00001/2024";"KANTRO EMPREENDIMENTOS APOIO E SERVICOS LTDA";"40.282.584/0001-50";"Não se aplica";"3.074.443,32";
"08/02/2024";"16/02/2024";"07/05/2024";"06/05/2029";"Ministério da Ciência, Tecnologia, Inovações e Comunicações";"Comissão Nacional de Energia Nuclear";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-LAPOC";"Pregão";"Outros";"00001/2024";"TRANSWORK'S TRANSPORTES";"46.937.591/0001-29";"Não se aplica";"3.074.610,00";
"26/02/2024";"31/03/2024";"27/02/2024";"27/05/2024";"Ministério da Defesa";"Comando da Aeronáutica";"CENTRO DE AQUISICOES ESPECIFICAS";"Pregão - Registro de Preço";"Outros";"00031/2024";"F.S PINHO FILHO COMERCIO MEDICO";"30.106.914/0001-00";"Não se aplica";"3.075.900,00";
"09/02/2024";"16/02/2024";"09/02/2024";"09/02/2029";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DISTRITO SANIT.ESP.INDIGENA - VILHENA";"Pregão";"Serviços";"00001/2024";"CHAPA QUENTE REFEICOES LTDA";"17.552.253/0001-70";"Não se aplica";"3.094.500,00";
"29/01/2024";"30/01/2024";"29/01/2024";"29/01/2026";"Ministério da Saúde";"Fundação Oswaldo Cruz";"FUNDACAO OSWALDO CRUZ";"Sem Informação";"Serviços";"00029/2024";"FIOTEC - FUNDACAO PARA O DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO EM SAUDE";"02.385.669/0001-74";"Não se aplica";"3.112.104,57";
"10/04/2024";"15/04/2024";"10/04/2024";"20/01/2025";"Ministério da Educação";"Instituto Federal de São Paulo";"INSTITUTO FEDERAL DE SAO PAULO";"Concorrência";"Outros";"27154/2024";"P2B ENGENHARIA CONSTRUCOES E REFORMAS LTDA.";"27.970.943/0001-01";"Não se aplica";"3.112.699,93";
"09/01/2024";"15/01/2024";"09/01/2024";"09/01/2025";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG";"Inexigibilidade de Licitação";"Materiais";"00012/2024";"INTERLAB DISTRIBUIDORA DE PRODUTOS CIENTIFICOS LTDA.";"46.849.303/0001-84";"Não se aplica";"3.113.460,00";
"29/02/2024";"10/04/2024";"29/02/2024";"28/02/2025";"Ministério da Educação";"Universidade Federal do Rio de Janeiro";"UNIVERSIDADE FEDERAL DO RIO DE JANEIRO";"Pregão - Registro de Preço";"Outros";"00005/2024";"ANGEL'S SEGURANCA E VIGILANCIA - EM RECUPERACAO JUDICIAL LTDA";"03.372.304/0001-78";"Não se aplica";"3.116.558,88";
"26/03/2024";"28/03/2024";"26/03/2024";"26/03/2025";"Ministério da Defesa";"Comando do Exército";"32º BATALHAO DE INFANTARIA LEVE-MONTANHA";"Inexigibilidade de Licitação";"Outros";"00001/2024";"ASSOCIACAO CONGREGACAO DE SANTA CATARINA";"60.922.168/0004-29";"Não se aplica";"3.121.283,22";
"05/02/2024";"22/02/2024";"05/02/2024";"04/02/2025";"Ministério da Defesa";"Indústria de Material Bélico do Brasil";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FMCE";"Inexigibilidade de Licitação";"Outros";"00005/2024";"AEL SISTEMAS S.A";"88.031.539/0001-59";"Não se aplica";"3.123.947,50";
"18/03/2024";"20/03/2024";"18/03/2024";"27/10/2028";"Ministério da Educação";"Universidade Federal de Goiás";"UNIVERSIDADE FEDERAL DE GOIAS";"Sem Informação";"Outros";"00177/2024";"FUNDACAO DE APOIO A PESQUISA";"00.799.205/0001-89";"Não se aplica";"3.124.800,00";
"10/04/2024";"11/04/2024";"10/04/2024";"10/04/2025";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG";"Pregão - Registro de Preço";"Outros";"00129/2024";"EUROIMMUN BRASIL MEDICINA DIAGNOSTICA LTDA";"93.741.726/0002-47";"Não se aplica";"3.131.840,64";
"01/03/2024";"05/03/2024";"01/03/2024";"01/03/2025";"Ministério da Saúde";"Fundação Oswaldo Cruz";"INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS";"Pregão";"Obras";"00019/2024";"SPI MANUTENCAO E INSTALACAO INDUSTRIAL LTDA";"32.267.483/0001-81";"Não se aplica";"3.144.791,32";
"10/04/2024";"12/04/2024";"10/04/2024";"22/03/2028";"Ministério da Educação";"Universidade Federal de Goiás";"UNIVERSIDADE FEDERAL DE GOIAS";"Sem Informação";"Outros";"00204/2024";"FUNDACAO DE APOIO A PESQUISA";"00.799.205/0001-89";"Não se aplica";"3.146.864,73";
"23/01/2024";"05/02/2024";"23/01/2024";"23/01/2025";"Ministério da Defesa";"Comando da Marinha";"CENTRO DE OBTENCAO DA MARINHA NO R.J.";"Pregão - Registro de Preço";"Outros";"00237/2023";"VIBRA ENERGIA S.A";"34.274.233/0001-02";"Não se aplica";"3.150.000,00";
"31/01/2024";"02/02/2024";"31/01/2024";"30/09/2024";"Ministério da Infraestrutura";"Departamento Nacional de Infraestrutura de Transportes";"SUPERINTENDENCIA REG. NO ESTADO MG - DNIT";"Pregão";"Outros";"00787/2023";"R R FENIX TECNOLOGIA EM SERVICOS LTDA";"04.812.114/0001-97";"Não se aplica";"3.155.375,18";
"10/01/2024";"31/01/2024";"10/01/2024";"10/11/2025";"Ministério da Defesa";"Comando da Aeronáutica";"BASE AEREA DE NATAL";"Tomada de Preços";"Outros";"00022/2023";"I L AZEVEDO ENGENHARIA LTDA";"29.383.128/0001-63";"Não se aplica";"3.165.840,10";
"26/01/2024";"31/01/2024";"26/01/2024";"26/11/2026";"Ministério da Educação";"Fundação Universidade de Brasília";"FUNDACAO UNIVERSIDADE DE BRASILIA - FUB";"Dispensa de Licitação";"Serviços";"14135/2023";"FUNDACAO DE EMPREENDIMENTOS CIENTIFICOS E TECNOLOGICOS";"37.116.704/0001-34";"Não se aplica";"3.170.016,00";
"15/01/2024";"16/01/2024";"15/01/2024";"15/01/2025";"Ministério da Educação";"Universidade Federal de Lavras";"UNIVERSIDADE FEDERAL DE LAVRAS";"Sem Informação";"Obras";"00004/2024";"SABATO CONSTRUCAO E EMPREENDIMENTOS - LTDA";"30.152.520/0001-80";"Não se aplica";"3.187.690,59";
"04/01/2024";"08/01/2024";"04/01/2024";"03/01/2025";"Ministério da Educação";"Universidade Federal do Rio de Janeiro";"UNIVERSIDADE FEDERAL DO RIO DE JANEIRO";"Sem Informação";"Serviços";"00001/2024";"SOLUCOES SERVICOS TERCEIRIZADOS LTDA.";"09.445.502/0001-09";"Não se aplica";"3.194.208,00";
"14/02/2024";"19/02/2024";"04/03/2024";"04/03/2025";"Ministério do Desenvolvimento Regional";"Superintendência do Desenvolvimento do Nordeste";"SUPERINTENDENCIA DO DESENVOLV. DO NORDESTE";"Pregão";"Serviços";"00002/2024";"CONNECT SERVICOS LTDA";"11.553.714/0001-43";"Não se aplica";"3.195.735,27";
"05/02/2024";"06/02/2024";"05/02/2024";"05/02/2025";"Ministério do Turismo";"Instituto do Patrimônio Histórico e Artístico Nacional";"IPHAN - EXECUCAO ORCAMENTARIA E FINANCEIRA";"Pregão";"Outros";"00003/2024";"WEBSIS TECNOLOGIA E SISTEMAS LTDA";"02.335.970/0001-73";"Não se aplica";"3.204.692,70";
"01/03/2024";"12/03/2024";"01/03/2024";"01/03/2026";"Ministério da Ciência, Tecnologia, Inovações e Comunicações";"Ministério da Ciência, Tecnologia, Inovações e Comunicações - Unidades com vínculo direto";"INST.BRAS.DE INFORM. EM CIENCIA E TECNOLOGIA";"Pregão";"Outros";"00004/2024";"TECHCOM TECNOLOGIA E INFORMATICA LTDA";"03.399.966/0001-31";"Não se aplica";"3.212.760,00";
"01/04/2024";"03/04/2024";"01/04/2024";"01/04/2025";"Ministério da Saúde";"Fundação Oswaldo Cruz";"FUNDACAO OSWALDO CRUZ";"Sem Informação";"Outros";"00049/2024";"FIOTEC - FUNDACAO PARA O DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO EM SAUDE";"02.385.669/0001-74";"Não se aplica";"3.214.200,00";
"29/02/2024";"06/03/2024";"01/03/2024";"01/03/2025";"Ministério da Defesa";"Comando da Marinha";"HOSPITAL NAVAL MARCILIO DIAS";"Pregão";"Outros";"00002/2024";"CNS NACIONAL DE SERVICOS LIMITADA";"33.285.255/0001-05";"Não se aplica";"3.220.141,20";
"12/01/2024";"15/01/2024";"12/01/2024";"11/05/2024";"Ministério da Saúde";"Fundação Oswaldo Cruz";"INSTITUTO DE TECNOLOGIA EM FARMACOS";"Sem Informação";"Bens patrimoniais";"00006/2024";"AGILENT TECHNOLOGIES BRASIL LTDA";"03.290.250/0006-06";"Não se aplica";"3.220.274,59";
"01/03/2024";"01/04/2024";"01/03/2024";"10/04/2025";"Ministério da Defesa";"Comando da Aeronáutica";"CENTRO DE AQUISICOES ESPECIFICAS";"Sem Informação";"Outros";"00023/2024";"MPE ENGENHARIA E SERVICOS S/A";"04.743.858/0004-40";"Não se aplica";"3.225.715,57";
"17/04/2024";"19/04/2024";"18/04/2024";"18/04/2025";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"HOSPITAL UNIVERSITARIO DO PIAUI";"Pregão - Registro de Preço";"Outros";"00023/2024";"MEDICAL LIFE COMERCIO DE PRODUTOS HOSPITALARES LTDA";"14.361.780/0001-00";"Não se aplica";"3.231.241,44";
"18/01/2024";"22/01/2024";"22/01/2024";"26/06/2026";"Ministério da Educação";"Instituto Federal de Minas Gerais";"INST.FED. MINAS GERAIS/CAMPUS CONGONHAS";"Sem Informação";"Outros";"00136/2023";"LAFAENG SOLUCOES CORPORATIVAS LTDA";"28.786.102/0001-01";"Não se aplica";"3.238.995,00";
"08/04/2024";"11/04/2024";"08/04/2024";"08/04/2026";"Ministério da Educação";"Universidade Federal de Pernambuco";"UNIVERSIDADE FEDERAL DE PERNAMBUCO";"Sem Informação";"Outros";"00003/2024";"FUNDACAO DE APOIO AO DESENVOLVIMENTO DA UNIVERSIDADE FEDERAL DE PERNAMBUCO";"11.735.586/0001-59";"Não se aplica";"3.240.000,00";
"16/02/2024";"20/02/2024";"16/02/2024";"16/02/2025";"Ministério da Defesa";"Comando da Marinha";"CENTRO DE OBTENCAO DA MARINHA NO R.J.";"Pregão - Registro de Preço";"Outros";"00245/2023";"FRANGOS PIONEIRO INDUSTRIA E COMERCIO DE ALIMENTOS LTDA";"00.974.731/0006-42";"Não se aplica";"3.244.000,00";
"22/01/2024";"24/01/2024";"22/01/2024";"08/05/2025";"Ministério da Defesa";"Comando do Exército";"COMISSAO REGIONAL DE OBRAS/3";"Tomada de Preços";"Serviços";"00002/2024";"PADUA ENGENHARIA LTDA";"23.109.869/0001-74";"Não se aplica";"3.253.515,00";
"06/02/2024";"08/02/2024";"07/02/2024";"07/02/2028";"Ministério da Educação";"Empresa Brasileira de Serviços Hospitalares";"EBSERH CHC-UFPR";"Pregão";"Outros";"00004/2024";"SIMPRESS COMERCIO LOCACAO E SERVICOS LTDA";"07.432.517/0001-07";"Não se aplica";"3.279.006,72";
"04/04/2024";"05/04/2024";"05/04/2024";"05/04/2025";"Ministério da Saúde";"Ministério da Saúde - Unidades com vínculo direto";"DISTRITO SANIT.ESP.INDIGENA - CUIABA";"Pregão";"Outros";"00001/2024";"W CORREA ENGENHARIA LTDA";"31.159.061/0001-20";"Não se aplica";"3.283.005,12";
"26/03/2024";"28/03/2024";"26/03/2024";"26/12/2025";"Ministério da Saúde";"Fundação Oswaldo Cruz";"INSTITUTO OSWALDO CRUZ";"Sem Informação";"Outros";"00002/2024";"FIOTEC - FUNDACAO PARA O DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO EM SAUDE";"02.385.669/0001-74";"Não se aplica";"3.285.915,60";
